"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"27.01.2025","274,43","274,90","274,90","274,00","594,27K","-1,28%"
"24.01.2025","278,00","273,36","278,00","272,21","2,01M","1,46%"
"23.01.2025","274,00","270,11","274,00","270,00","4,12M","1,48%"
"22.01.2025","270,01","267,30","272,34","266,00","3,26M","1,51%"
"21.01.2025","266,00","266,00","266,40","264,33","4,54M","-0,33%"
"20.01.2025","266,87","266,35","268,07","266,00","1,16M","-0,38%"
"17.01.2025","267,88","269,81","270,50","267,37","801,25K","-0,16%"
"16.01.2025","268,31","268,00","270,97","267,50","2,59M","0,30%"
"15.01.2025","267,50","265,84","268,49","265,51","4,31M","0,94%"
"14.01.2025","265,01","264,00","269,00","263,99","2,78M","0,75%"
"13.01.2025","263,03","263,00","264,80","263,00","1,44M","-0,14%"
"10.01.2025","263,39","264,84","265,00","263,23","824,86K","-0,54%"
"09.01.2025","264,82","264,20","266,00","264,10","1,88M","-0,50%"
"08.01.2025","266,15","268,00","269,55","266,00","2,14M","-0,73%"
"07.01.2025","268,10","272,00","272,99","268,10","2,08M","-1,43%"
"06.01.2025","271,99","271,00","273,30","270,00","2,11M","0,37%"
"03.01.2025","270,99","270,77","270,99","268,23","417,85K","-0,06%"
"02.01.2025","271,14","271,01","273,50","271,00","1,83M","-0,28%"
"30.12.2024","271,90","269,00","271,90","269,00","2,59M","0,70%"
"27.12.2024","270,00","267,00","271,00","267,00","3,66M","1,12%"
"26.12.2024","267,00","266,39","269,28","265,99","4,58M","0,23%"
"24.12.2024","266,39","267,30","267,83","265,21","802,33K","0,00%"
"23.12.2024","266,40","267,50","267,50","264,98","1,92M","-0,60%"
"20.12.2024","268,00","268,39","268,39","267,79","1,03M","-0,18%"
"19.12.2024","268,49","267,43","268,66","266,79","5,48M","0,18%"
"18.12.2024","268,00","270,45","270,73","265,75","1,91M","0,00%"
"17.12.2024","268,00","266,40","270,00","266,40","7,64M","0,57%"
"16.12.2024","266,48","267,00","267,00","265,00","6,51M","-0,19%"
"13.12.2024","266,98","267,94","268,00","266,30","3,87M","0,15%"
"12.12.2024","266,59","264,01","269,00","264,01","1,87M","0,98%"
"11.12.2024","264,00","265,64","267,00","263,72","2,10M","-0,62%"
"10.12.2024","265,64","268,90","268,90","263,00","1,33M","-1,21%"
"09.12.2024","268,90","268,00","270,00","267,10","892,77K","-0,66%"
"06.12.2024","270,70","270,00","271,50","268,00","1,37M","0,26%"
"05.12.2024","270,00","272,80","274,09","268,93","4,93M","-0,20%"
"04.12.2024","270,55","272,50","272,50","268,13","950,06K","0,59%"
"03.12.2024","268,96","271,35","272,40","268,00","1,21M","-1,87%"
"02.12.2024","274,09","274,10","274,10","270,00","1,02M","1,51%"
"29.11.2024","270,00","271,00","271,00","268,00","1,67M","-0,37%"
"28.11.2024","271,00","275,00","275,00","268,10","1,47M","0,37%"
"27.11.2024","270,00","267,20","270,00","266,25","977,59K","0,98%"
"26.11.2024","267,38","269,00","272,00","267,00","740,24K","0,14%"
"25.11.2024","267,01","279,99","279,99","267,01","1,53M","-1,81%"
"22.11.2024","271,92","273,00","273,00","270,27","786,04K","-0,95%"
"21.11.2024","274,53","267,11","278,00","267,10","198,56K","0,56%"
"20.11.2024","273,00","273,00","275,00","267,00","1,06M","0,00%"
"19.11.2024","273,00","275,00","275,00","270,00","1,94M","-0,65%"
"18.11.2024","274,78","276,30","276,30","271,00","2,17M","-0,98%"
"15.11.2024","277,49","274,00","278,00","272,00","1,32M","1,27%"
"14.11.2024","274,00","280,29","280,29","270,00","1,26M","-2,63%"
"13.11.2024","281,39","278,00","284,99","278,00","272,01K","0,79%"
"12.11.2024","279,18","278,01","282,98","278,00","427,56K","-0,90%"
"11.11.2024","281,71","279,00","282,98","278,00","423,93K","1,33%"
"08.11.2024","278,00","283,52","284,00","278,00","1,06M","-1,95%"
"07.11.2024","283,52","282,99","287,00","280,00","1,19M","0,54%"
"06.11.2024","282,00","280,00","282,00","278,50","777,42K","0,36%"
"05.11.2024","281,00","279,97","282,00","279,97","1,79M","0,36%"
"04.11.2024","280,00","277,17","280,09","274,96","3,00M","1,82%"
"30.10.2024","275,00","279,96","282,93","275,00","2,65M","-2,71%"
"29.10.2024","282,66","278,00","283,20","277,94","994,92K","-0,19%"
"28.10.2024","283,20","282,99","283,30","280,00","3,35M","0,11%"
"25.10.2024","282,90","280,00","283,90","279,08","5,86M","1,03%"
"24.10.2024","280,01","277,00","280,28","271,43","2,14M","1,09%"
"23.10.2024","277,00","278,90","278,90","276,00","1,11M","-0,18%"
"22.10.2024","277,49","277,50","278,90","277,00","1,32M","0,18%"
"21.10.2024","277,00","275,49","279,99","275,49","968,07K","-0,46%"
"18.10.2024","278,27","276,99","279,95","276,99","1,01M","0,30%"
"17.10.2024","277,44","277,00","277,50","276,99","2,22M","0,16%"
"16.10.2024","277,00","276,00","278,05","276,00","2,85M","0,36%"
"15.10.2024","276,00","274,52","277,95","274,52","4,05M","0,36%"
"14.10.2024","275,00","275,00","275,00","273,00","523,71K","1,10%"
"11.10.2024","272,00","274,00","278,00","272,00","1,18M","-0,73%"
"10.10.2024","274,00","273,31","275,00","267,51","769,82K","0,25%"
"09.10.2024","273,31","266,98","275,00","266,98","1,78M","2,36%"
"08.10.2024","267,00","265,00","268,00","263,01","594,43K","0,75%"
"07.10.2024","265,00","266,96","267,50","258,00","1,33M","-0,93%"
"04.10.2024","267,50","265,00","268,00","265,00","1,59M","0,94%"
"03.10.2024","265,00","265,00","265,00","261,40","2,86M","0,26%"
"02.10.2024","264,30","265,00","267,00","263,00","970,23K","-0,26%"
"01.10.2024","265,00","266,99","267,00","260,50","982,99K","-0,71%"
"30.09.2024","266,90","265,00","268,65","265,00","3,41M","0,72%"
"27.09.2024","265,00","264,99","265,01","262,00","859,29K","1,15%"
"26.09.2024","262,00","259,00","265,00","258,02","1,89M","2,04%"
"25.09.2024","256,75","256,99","258,00","250,06","1,49M","-0,39%"
"24.09.2024","257,75","254,81","257,90","254,81","913,83K","1,15%"
"23.09.2024","254,81","256,00","256,55","248,01","1,40M","0,72%"
"17.09.2024","253,00","252,74","255,80","242,10","954,16K","1,20%"
"16.09.2024","249,99","244,00","250,01","244,00","746,64K","2,45%"
"13.09.2024","244,00","248,00","252,00","244,00","1,16M","-1,61%"
"12.09.2024","248,00","248,00","248,00","244,00","3,18M","-0,80%"
"11.09.2024","250,00","250,83","256,99","245,50","1,75M","-0,87%"
"10.09.2024","252,20","255,94","255,94","250,01","2,84M","-0,47%"
"09.09.2024","253,40","255,01","256,97","253,00","2,46M","-0,63%"
"06.09.2024","255,00","255,00","256,99","252,16","2,40M","-0,78%"
"05.09.2024","257,01","260,31","262,00","254,99","6,06M","-2,65%"
"04.09.2024","264,00","272,53","272,53","261,00","2,10M","-1,40%"
"03.09.2024","267,76","279,90","279,90","266,90","1,56M","-2,49%"
"02.09.2024","274,61","272,00","275,00","269,00","2,46M","0,50%"
"30.08.2024","273,25","273,00","277,00","271,02","6,91M","1,77%"
"29.08.2024","268,50","268,00","275,00","268,00","1,43M","0,56%"
"28.08.2024","267,00","270,00","270,00","263,15","3,80M","-0,74%"
"27.08.2024","269,00","279,99","279,99","265,01","2,40M","-1,11%"
"26.08.2024","272,02","276,99","285,00","269,99","2,85M","-1,93%"
"23.08.2024","277,37","280,42","282,69","274,00","1,57M","-0,94%"
"22.08.2024","280,00","277,99","282,50","277,99","1,54M","-0,71%"
"21.08.2024","282,00","279,00","283,81","279,00","2,64M","-0,35%"
"20.08.2024","283,00","282,22","283,97","280,90","1,82M","-0,26%"
"19.08.2024","283,75","279,00","285,00","278,30","446,91K","1,34%"
"16.08.2024","280,00","276,50","280,00","276,50","549,60K","1,24%"
"14.08.2024","276,56","277,03","278,00","276,01","1,58M","-0,16%"
"13.08.2024","277,00","275,46","279,00","275,43","2,46M","0,36%"
"12.08.2024","276,00","275,00","276,00","275,00","900,43K","0,36%"
"09.08.2024","275,00","272,00","275,25","272,00","4,07M","1,10%"
"08.08.2024","272,00","265,10","272,00","265,10","1,30M","2,63%"
"07.08.2024","265,02","264,14","265,13","264,14","1,68M","0,77%"
"06.08.2024","263,00","261,08","265,00","261,08","4,26M","1,54%"
"05.08.2024","259,00","267,29","267,29","255,00","3,09M","-4,07%"
"02.08.2024","270,00","268,58","270,00","264,99","1,12M","0,00%"
"01.08.2024","270,00","271,01","274,49","267,35","1,62M","-0,37%"
"31.07.2024","271,00","274,00","275,01","271,00","1,33M","-0,91%"
"30.07.2024","273,50","270,00","275,90","270,00","6,77M","1,00%"
"29.07.2024","270,80","264,63","271,99","264,63","6,38M","1,06%"
"26.07.2024","267,95","268,00","269,89","260,01","3,68M","0,00%"
"25.07.2024","267,94","274,00","274,00","267,94","3,55M","-1,17%"
"24.07.2024","271,12","273,00","275,76","270,00","5,15M","-0,69%"
"23.07.2024","273,01","273,00","276,02","272,50","3,55M","0,19%"
"22.07.2024","272,50","270,01","276,95","270,00","746,91K","0,00%"
"19.07.2024","272,51","269,72","277,00","269,72","515,01K","-1,12%"
"18.07.2024","275,59","277,21","277,30","275,00","648,58K","-0,08%"
"17.07.2024","275,80","276,00","280,00","267,00","937,54K","0,84%"
"15.07.2024","273,50","274,94","280,00","273,45","1,87M","-1,39%"
"12.07.2024","277,35","273,00","277,89","273,00","1,47M","1,59%"
"11.07.2024","273,00","272,00","273,00","268,81","10,37M","1,35%"
"10.07.2024","269,37","268,20","271,50","266,00","1,26M","-1,33%"
"09.07.2024","273,00","267,99","276,00","261,16","2,69M","1,33%"
"08.07.2024","269,43","266,99","270,00","265,70","607,03K","0,23%"
"05.07.2024","268,80","266,21","272,00","261,51","1,03M","0,97%"
"04.07.2024","266,21","263,00","268,18","259,99","1,96M","2,10%"
"03.07.2024","260,73","254,74","262,00","254,74","3,76M","2,33%"
"02.07.2024","254,80","259,00","259,00","250,00","1,68M","1,30%"
"01.07.2024","251,54","257,00","257,00","251,00","1,26M","-2,12%"
"28.06.2024","257,00","260,64","260,64","253,54","874,66K","-0,39%"
"27.06.2024","258,00","258,00","263,01","251,00","1,65M","0,00%"
"26.06.2024","258,00","260,50","261,05","257,86","754,36K","-0,04%"
"25.06.2024","258,10","265,00","265,00","255,00","1,96M","-2,12%"
"24.06.2024","263,70","268,10","268,51","259,00","5,62M","-1,60%"
"21.06.2024","268,00","267,08","275,00","267,08","1,41M","-0,04%"
"19.06.2024","268,10","268,94","269,01","266,23","1,29M","-0,38%"
"18.06.2024","269,13","271,00","271,50","269,00","1,12M","-0,36%"
"17.06.2024","270,10","272,00","272,00","269,00","3,68M","-0,52%"
"14.06.2024","271,50","270,00","272,00","270,00","1,96M","0,51%"
"13.06.2024","270,12","267,00","272,00","267,00","1,88M","1,17%"
"12.06.2024","267,00","259,50","270,00","250,00","3,26M","2,89%"
"11.06.2024","259,50","257,41","260,00","255,01","1,20M","0,79%"
"10.06.2024","257,46","257,75","258,50","255,98","1,67M","-0,20%"
"07.06.2024","257,97","249,01","258,58","249,00","730,59K","0,57%"
"06.06.2024","256,50","250,00","257,99","250,00","3,19M","1,35%"
"05.06.2024","253,08","248,00","254,00","248,00","4,04M","1,64%"
"04.06.2024","248,99","242,00","255,00","242,00","4,66M","1,63%"
"03.06.2024","245,00","245,01","247,00","242,78","1,99M","0,41%"
"31.05.2024","244,00","245,00","247,99","236,00","1,61M","-0,55%"
"30.05.2024","245,35","243,99","249,93","243,99","4,37M","0,11%"
"29.05.2024","245,09","242,00","247,89","240,00","3,51M","1,27%"
"28.05.2024","242,01","237,49","242,36","236,00","11,08M","1,90%"
"27.05.2024","237,49","237,00","237,51","234,00","1,30M","-0,63%"
"24.05.2024","239,00","237,59","239,00","237,59","580,11K","0,39%"
"23.05.2024","238,06","237,00","238,50","236,00","1,55M","0,62%"
"22.05.2024","236,59","237,80","238,00","236,10","1,63M","0,46%"
"20.05.2024","235,50","227,88","235,50","225,80","544,22K","0,27%"
"17.05.2024","234,86","233,99","237,02","233,65","1,79M","-0,06%"
"16.05.2024","235,00","235,00","236,59","234,87","3,30M","0,86%"
"15.05.2024","233,00","230,50","235,00","230,00","3,31M","1,75%"
"14.05.2024","229,00","228,00","230,00","227,00","3,14M","0,88%"
"13.05.2024","227,00","226,99","230,00","226,10","1,72M","-0,86%"
"10.05.2024","228,98","228,00","229,99","227,90","2,62M","0,43%"
"09.05.2024","228,00","224,01","233,00","224,01","10,30M","0,00%"
"08.05.2024","228,00","216,00","228,00","213,50","11,58M","6,24%"
"07.05.2024","214,61","206,11","215,50","206,00","2,57M","1,51%"
"06.05.2024","211,42","212,00","214,00","207,96","211,36K","-0,10%"
"03.05.2024","211,63","212,97","213,00","210,50","277,41K","0,54%"
"02.05.2024","210,50","212,00","212,10","208,83","501,56K","-1,74%"
"30.04.2024","214,23","212,00","214,50","210,00","1,80M","1,05%"
"29.04.2024","212,00","210,00","214,00","210,00","699,74K","1,01%"
"26.04.2024","209,87","205,20","211,50","205,20","889,35K","1,00%"
"25.04.2024","207,80","211,50","211,50","206,92","622,42K","-1,78%"
"24.04.2024","211,56","212,52","211,99","210,00","123,09K","-0,45%"
"23.04.2024","212,52","208,01","213,79","207,90","455,30K","1,84%"
"22.04.2024","208,68","208,37","209,00","208,00","218,96K","0,15%"
"19.04.2024","208,37","210,18","210,18","202,29","396,13K","-0,71%"
"18.04.2024","209,86","204,96","209,86","204,96","658,28K","1,79%"
"17.04.2024","206,16","202,05","207,00","202,04","783,22K","-0,16%"
"16.04.2024","206,50","205,07","208,93","201,00","3,22M","-2,09%"
"15.04.2024","210,90","210,00","212,00","208,00","4,00M","-1,45%"
"12.04.2024","214,00","217,00","217,00","212,99","1,69M","-1,75%"
"11.04.2024","217,82","216,98","219,00","216,98","5,00M","0,04%"
"10.04.2024","217,73","208,00","219,00","205,01","3,18M","4,54%"
"09.04.2024","208,27","210,65","210,65","205,51","1,71M","-1,13%"
"08.04.2024","210,65","207,00","211,05","204,94","1,75M","1,17%"
"05.04.2024","208,21","209,00","210,00","205,50","2,84M","-0,88%"
"04.04.2024","210,06","207,86","211,96","207,81","886,87K","1,06%"
"03.04.2024","207,86","211,00","211,50","205,98","2,30M","-1,72%"
"02.04.2024","211,50","211,82","214,00","209,91","4,91M","-1,15%"
"01.04.2024","213,96","214,00","217,00","213,00","783,20K","-0,47%"
"28.03.2024","214,97","215,27","216,37","211,96","741,46K","-0,14%"
"27.03.2024","215,27","210,80","216,50","207,02","2,38M","2,02%"
"26.03.2024","211,00","209,00","211,36","207,00","2,26M","0,48%"
"25.03.2024","209,99","217,00","217,00","209,98","2,49M","-3,23%"
"22.03.2024","217,00","215,99","218,00","213,85","599,75K","0,13%"
"21.03.2024","216,71","216,00","217,40","212,01","814,60K","-0,17%"
"20.03.2024","217,08","214,30","218,50","213,00","740,67K","1,44%"
"19.03.2024","214,00","215,00","215,73","213,00","1,19M","0,09%"
"18.03.2024","213,81","216,50","216,50","211,01","1,24M","-1,24%"
"15.03.2024","216,50","218,00","218,00","215,00","3,02M","-1,55%"
"14.03.2024","219,90","214,51","219,90","212,00","4,12M","2,67%"
"13.03.2024","214,18","214,98","215,00","212,99","3,28M","1,51%"
"12.03.2024","211,00","205,00","215,00","204,98","8,28M","2,93%"
"11.03.2024","204,99","200,00","205,00","200,00","2,69M","1,71%"
"08.03.2024","201,55","199,00","201,99","198,00","2,92M","0,87%"
"07.03.2024","199,82","198,00","200,00","197,99","783,42K","0,38%"
"06.03.2024","199,07","196,00","200,00","196,00","618,59K","1,54%"
"05.03.2024","196,05","198,50","199,99","194,01","1,69M","-1,22%"
"04.03.2024","198,47","202,00","202,21","197,38","3,41M","-1,75%"
"01.03.2024","202,00","197,99","204,50","197,99","7,13M","2,02%"
"29.02.2024","198,00","193,40","198,50","193,40","9,06M","3,06%"
"28.02.2024","192,13","190,00","192,97","190,00","529,69K","1,22%"
"27.02.2024","189,82","188,00","190,11","185,16","2,95M","0,69%"
"26.02.2024","188,52","190,00","190,00","186,99","823,25K","-1,39%"
"23.02.2024","191,17","191,49","191,98","188,00","300,70K","-0,16%"
"22.02.2024","191,48","191,10","193,50","190,00","836,47K","-0,16%"
"21.02.2024","191,79","193,99","194,50","188,01","7,10M","-1,69%"
"20.02.2024","195,09","194,99","195,80","190,03","1,43M","-0,40%"
"19.02.2024","195,87","192,00","195,90","192,00","1,58M","1,07%"
"16.02.2024","193,79","192,00","194,00","192,00","1,92M","1,99%"
"15.02.2024","190,00","187,99","194,90","187,99","1,81M","0,92%"
"14.02.2024","188,26","191,00","191,00","187,10","392,29K","-1,43%"
"13.02.2024","191,00","186,00","191,00","184,86","828,06K","2,20%"
"12.02.2024","186,89","189,17","189,17","186,00","515,64K","-1,21%"
"09.02.2024","189,17","179,01","189,59","179,01","1,72M","1,16%"
"08.02.2024","187,00","187,00","187,00","184,99","1,15M","0,04%"
"07.02.2024","186,93","184,96","188,00","184,96","3,41M","0,98%"
"06.02.2024","185,12","180,00","186,00","180,00","8,49M","2,71%"
"05.02.2024","180,24","179,80","182,50","174,98","2,77M","1,18%"
"02.02.2024","178,14","182,47","183,00","176,91","496,43K","-2,38%"
"01.02.2024","182,48","183,98","183,99","179,40","1,60M","-1,35%"
"31.01.2024","184,97","178,99","184,97","178,99","2,98M","3,34%"
"30.01.2024","179,00","179,00","180,99","178,99","1,23M","-0,48%"
"29.01.2024","179,87","178,00","180,96","177,50","1,40M","1,45%"
"26.01.2024","177,30","180,00","180,00","172,00","2,65M","0,99%"
"25.01.2024","175,57","178,00","180,53","171,01","1,03M","-1,54%"
"24.01.2024","178,32","175,01","178,99","175,00","1,21M","2,72%"
"23.01.2024","173,59","169,79","175,00","169,79","1,63M","2,27%"
"22.01.2024","169,74","171,00","171,00","169,00","1,57M","-0,78%"
"19.01.2024","171,07","170,19","171,97","170,19","472,32K","0,55%"
"18.01.2024","170,14","172,01","175,00","167,10","2,05M","-0,49%"
"17.01.2024","170,98","172,00","174,69","170,97","2,95M","-1,74%"
"16.01.2024","174,00","179,32","181,50","173,01","7,57M","-2,96%"
"15.01.2024","179,30","178,00","180,99","178,00","1,04M","-0,33%"
"12.01.2024","179,90","182,00","183,88","179,50","5,36M","-1,15%"
"11.01.2024","182,00","179,00","182,00","179,00","3,64M","2,02%"
"10.01.2024","178,40","176,10","178,40","176,10","1,50M","1,32%"
"09.01.2024","176,08","170,03","177,00","170,00","2,01M","1,97%"
"08.01.2024","172,67","169,50","172,99","169,50","922,72K","1,74%"
"05.01.2024","169,72","168,21","171,00","168,21","690,69K","-1,25%"
"04.01.2024","171,87","174,00","174,00","171,00","914,25K","-2,35%"
"03.01.2024","176,00","171,98","176,00","171,98","1,59M","2,33%"
"02.01.2024","171,99","175,00","176,01","171,00","896,70K","-1,76%"
"29.12.2023","175,07","170,00","175,99","170,00","331,47K","1,20%"
"28.12.2023","173,00","169,80","176,99","169,11","4,45M","1,76%"
"27.12.2023","170,01","170,00","172,90","168,00","1,79M","-0,22%"
"26.12.2023","170,39","171,10","173,00","169,00","2,01M","-0,41%"
"22.12.2023","171,10","170,00","171,99","170,00","1,88M","0,65%"
"21.12.2023","170,00","168,50","170,00","168,35","2,20M","0,89%"
"20.12.2023","168,50","169,00","169,00","166,55","4,29M","1,21%"
"19.12.2023","166,49","162,99","166,80","162,99","44,68K","0,92%"
"18.12.2023","164,97","161,00","165,92","160,00","2,97M","0,96%"
"15.12.2023","163,40","160,51","163,90","160,51","4,68M","1,51%"
"14.12.2023","160,97","154,78","161,04","154,78","5,82M","4,01%"
"13.12.2023","154,77","153,50","155,50","153,50","1,70M","-0,20%"
"12.12.2023","155,08","153,01","155,92","152,00","3,28M","1,36%"
"11.12.2023","153,00","157,55","157,55","152,02","3,50M","-2,75%"
"07.12.2023","157,33","156,00","157,89","156,00","1,38M","-0,42%"
"06.12.2023","157,99","158,00","158,00","156,20","3,56M","1,28%"
"05.12.2023","156,00","152,10","157,00","151,00","4,54M","2,56%"
"04.12.2023","152,10","152,00","153,00","150,30","2,22M","-0,26%"
"01.12.2023","152,49","154,00","154,00","150,30","4,74M","-0,33%"
"30.11.2023","153,00","154,00","159,57","152,32","3,65M","-0,83%"
"29.11.2023","154,28","154,00","155,00","153,90","467,92K","-0,39%"
"28.11.2023","154,89","152,55","155,96","152,30","724,25K","0,28%"
"27.11.2023","154,46","153,98","157,28","152,02","1,92M","-0,58%"
"24.11.2023","155,36","156,00","156,49","154,00","293,60K","-0,50%"
"23.11.2023","156,14","155,00","156,50","154,20","822,79K","1,40%"
"22.11.2023","153,99","159,00","159,00","153,10","3,03M","-1,97%"
"21.11.2023","157,09","159,99","159,99","156,18","2,77M","-1,81%"
"20.11.2023","159,98","157,00","160,00","157,00","904,13K","1,86%"
"17.11.2023","157,06","157,00","157,90","156,19","172,74K","-0,79%"
"16.11.2023","158,31","158,10","160,00","155,20","360,94K","-0,84%"
"15.11.2023","159,65","158,57","160,00","158,10","1,76M","-0,32%"
"14.11.2023","160,17","161,00","161,00","159,50","565,33K","-0,04%"
"13.11.2023","160,23","161,00","161,00","160,00","510,25K","0,41%"
"10.11.2023","159,57","159,47","160,00","157,80","316,39K","0,06%"
"09.11.2023","159,47","157,00","162,15","157,00","1,47M","1,74%"
"08.11.2023","156,74","155,00","160,00","155,00","1,03M","1,52%"
"07.11.2023","154,39","154,93","155,00","153,50","817,02K","-0,35%"
"06.11.2023","154,93","156,50","156,50","154,00","568,12K","-1,41%"
"03.11.2023","157,14","153,01","159,04","153,01","641,91K","2,75%"
"02.11.2023","152,93","152,55","154,50","152,55","818,88K","1,25%"
"31.10.2023","151,04","157,96","157,96","150,10","690,33K","-2,19%"
"30.10.2023","154,42","154,50","155,03","153,00","596,75K","-1,97%"
"26.10.2023","157,52","157,00","159,99","153,30","2,60M","0,70%"
"25.10.2023","156,43","159,01","159,01","153,11","5,60M","-1,62%"
"24.10.2023","159,01","157,00","159,77","156,00","978,30K","1,28%"
"23.10.2023","157,00","158,45","159,50","157,00","608,33K","-1,88%"
"20.10.2023","160,00","160,00","162,53","160,00","501,25K","-2,71%"
"19.10.2023","164,46","164,29","166,50","160,00","1,40M","1,21%"
"18.10.2023","162,50","161,40","162,50","158,00","17,32M","0,68%"
"17.10.2023","161,40","161,00","162,00","157,00","3,86M","0,16%"
"16.10.2023","161,15","158,70","164,60","155,43","2,86M","2,64%"
"13.10.2023","157,00","154,99","157,06","154,29","3,15M","1,29%"
"12.10.2023","155,00","161,00","162,00","155,00","3,80M","-3,73%"
"11.10.2023","161,00","163,00","163,50","159,00","4,05M","-1,23%"
"10.10.2023","163,00","167,00","167,00","161,99","4,29M","-2,40%"
"06.10.2023","167,00","162,00","167,00","160,00","1,91M","1,21%"
"05.10.2023","165,00","167,00","167,50","164,92","556,79K","0,27%"
"04.10.2023","164,56","164,28","166,99","160,01","483,75K","0,17%"
"03.10.2023","164,28","165,17","165,17","163,10","680,20K","-0,54%"
"02.10.2023","165,17","167,99","169,00","165,00","736,01K","-0,18%"
"29.09.2023","165,46","166,00","167,97","164,80","2,14M","0,73%"
"28.09.2023","164,26","165,00","168,42","162,99","2,49M","-0,98%"
"27.09.2023","165,88","169,01","169,01","165,00","1,81M","-1,46%"
"26.09.2023","168,34","166,01","170,44","163,20","2,59M","2,65%"
"25.09.2023","164,00","166,99","170,01","163,00","2,34M","-2,11%"
"22.09.2023","167,54","168,01","169,35","166,51","1,06M","-0,94%"
"21.09.2023","169,13","169,31","170,70","168,16","3,36M","-0,92%"
"20.09.2023","170,70","173,60","173,60","168,30","2,09M","-1,67%"
"15.09.2023","173,60","173,61","177,45","172,00","1,41M","-1,08%"
"14.09.2023","175,50","174,49","177,17","172,00","5,93M","0,58%"
"13.09.2023","174,49","173,52","175,00","172,03","2,15M","0,36%"
"12.09.2023","173,87","173,99","174,00","167,20","2,51M","0,65%"
"11.09.2023","172,75","174,00","174,00","171,57","2,11M","-0,68%"
"08.09.2023","173,94","172,21","174,10","170,05","2,54M","1,00%"
"07.09.2023","172,21","170,05","175,00","167,13","5,69M","0,93%"
"06.09.2023","170,62","175,00","175,00","168,99","2,38M","-2,96%"
"05.09.2023","175,83","176,20","179,20","174,83","2,14M","-2,16%"
"04.09.2023","179,71","184,00","185,10","177,54","3,25M","-3,36%"
"01.09.2023","185,96","187,50","188,00","185,00","1,26M","-0,82%"
"31.08.2023","187,50","186,50","194,00","184,00","7,09M","0,34%"
"30.08.2023","186,86","187,00","187,00","186,83","69,47K","-0,52%"
"29.08.2023","187,83","186,50","189,00","186,50","2,60M","-0,78%"
"28.08.2023","189,30","190,00","190,00","187,00","1,25M","-0,37%"
"25.08.2023","190,00","188,00","190,80","188,00","786,97K","-0,71%"
"24.08.2023","191,36","192,01","193,80","189,00","757,70K","-2,15%"
"23.08.2023","195,57","189,99","195,92","189,99","4,70M","1,86%"
"22.08.2023","192,00","185,00","192,00","185,00","5,66M","0,79%"
"21.08.2023","190,50","190,00","190,50","188,00","5,67M","0,26%"
"18.08.2023","190,00","191,39","192,59","185,00","4,00M","-1,55%"
"17.08.2023","193,00","192,00","193,00","192,00","3,01M","-0,27%"
"16.08.2023","193,52","195,00","195,10","192,00","5,07M","-1,20%"
"14.08.2023","195,88","198,00","198,00","195,07","547,78K","-1,03%"
"11.08.2023","197,92","198,00","198,00","195,00","7,14M","0,37%"
"10.08.2023","197,20","198,31","199,99","196,00","10,19M","0,29%"
"09.08.2023","196,62","194,00","197,00","192,20","8,37M","1,35%"
"08.08.2023","194,00","196,90","196,90","192,20","3,20M","-0,58%"
"07.08.2023","195,13","188,01","196,00","188,01","5,87M","2,52%"
"04.08.2023","190,33","189,99","191,00","189,50","11,25M","1,78%"
"03.08.2023","187,00","180,00","191,95","180,00","3,74M","2,20%"
"02.08.2023","182,97","184,50","184,50","181,00","1,68M","-0,90%"
"01.08.2023","184,64","182,55","184,90","182,55","4,05M","1,16%"
"31.07.2023","182,52","178,02","185,00","178,02","2,21M","2,88%"
"28.07.2023","177,41","175,00","178,00","174,00","1,24M","1,48%"
"27.07.2023","174,82","173,02","177,40","171,99","3,21M","1,05%"
"26.07.2023","173,01","175,00","175,00","170,00","1,69M","-1,69%"
"25.07.2023","175,99","174,99","175,99","174,00","2,91M","1,92%"
"24.07.2023","172,67","171,45","173,00","169,00","1,71M","0,13%"
"21.07.2023","172,45","174,00","174,70","171,00","3,79M","-0,23%"
"20.07.2023","172,85","172,49","174,70","168,50","2,36M","0,21%"
"19.07.2023","172,49","174,90","174,94","172,49","2,00M","0,23%"
"18.07.2023","172,10","170,00","172,53","170,00","9,04M","1,24%"
"17.07.2023","170,00","169,90","173,00","168,00","2,25M","-0,58%"
"14.07.2023","171,00","167,06","171,00","167,06","1,95M","2,36%"
"13.07.2023","167,06","168,03","168,03","166,00","4,52M","-0,57%"
"12.07.2023","168,02","171,00","171,34","166,00","3,72M","0,36%"
"11.07.2023","167,41","164,46","171,00","164,10","2,37M","1,79%"
"10.07.2023","164,46","164,19","165,50","163,00","1,25M","0,16%"
"07.07.2023","164,19","164,98","166,00","163,35","8,40M","0,82%"
"06.07.2023","162,85","163,20","163,20","158,00","1,63M","-0,09%"
"05.07.2023","163,00","164,79","164,98","163,00","5,99M","0,18%"
"04.07.2023","162,70","155,01","162,99","155,00","12,63M","5,00%"
"03.07.2023","154,95","157,00","158,50","154,64","1,93M","-0,81%"
"30.06.2023","156,22","155,00","156,91","155,00","6,71M","0,85%"
"29.06.2023","154,90","151,90","154,90","151,50","6,18M","2,58%"
"28.06.2023","151,00","151,51","151,99","149,16","4,66M","0,05%"
"27.06.2023","150,92","149,50","151,00","148,53","1,50M","1,17%"
"23.06.2023","149,17","151,00","151,90","148,80","1,24M","0,07%"
"22.06.2023","149,07","150,10","151,00","148,89","851,88K","-0,62%"
